-0.222467	 -0.095795	 0.089820	 0.149441	 -0.018468	 0.073140	 -0.000640	
-0.220453	 -0.013642	 0.092216	 0.111082	 -0.019450	 0.068190	 -0.000682	
-0.225325	 -0.114988	 0.086611	 0.186775	 -0.017353	 0.077426	 -0.000674	
-0.226054	 -0.066393	 0.086946	 0.151108	 -0.018249	 0.073248	 -0.000684	
-0.239247	 -0.109108	 0.075189	 0.171605	 -0.017257	 0.076098	 -0.000658	
-0.206834	 -0.069417	 0.102095	 0.153054	 -0.019007	 0.073748	 -0.000741	
-0.214538	 0.014908	 0.097617	 0.107345	 -0.019768	 0.067992	 -0.000732	
-0.243665	 -0.072273	 0.071479	 0.142166	 -0.017796	 0.072893	 -0.000644	
-0.262328	 -0.138846	 0.054329	 0.176552	 -0.016301	 0.077365	 -0.000638	
-0.239200	 -0.088362	 0.075458	 0.137081	 -0.018245	 0.072513	 -0.000676	
-0.249271	 -0.131739	 0.066399	 0.158764	 -0.017406	 0.075498	 -0.000661	
-0.226272	 -0.142961	 0.084717	 0.166229	 -0.018228	 0.076417	 -0.000752	
-0.207201	 -0.156873	 0.102113	 0.174128	 -0.018865	 0.077313	 -0.000775	
-0.219053	 -0.082801	 0.091131	 0.134977	 -0.019284	 0.072450	 -0.000785	
-0.246937	 -0.116846	 0.067255	 0.156320	 -0.017458	 0.074957	 -0.000666	
-0.256083	 -0.043607	 0.061849	 0.122654	 -0.017861	 0.070667	 -0.000647	
-0.205410	 -0.040286	 0.103938	 0.126846	 -0.019906	 0.070818	 -0.000810	
-0.197491	 -0.014338	 0.110761	 0.123833	 -0.020194	 0.070074	 -0.000803	
-0.222206	 -0.015253	 0.090745	 0.122635	 -0.019229	 0.070118	 -0.000738	
-0.248992	 -0.011742	 0.068279	 0.127452	 -0.017979	 0.070522	 -0.000694	
-0.233214	 -0.038503	 0.082274	 0.140204	 -0.018433	 0.072245	 -0.000735	
-0.202830	 -0.032271	 0.106616	 0.134175	 -0.019813	 0.071489	 -0.000832	
-0.234546	 -0.043589	 0.079870	 0.136425	 -0.018441	 0.071824	 -0.000726	
-0.249614	 -0.049208	 0.068317	 0.145063	 -0.017600	 0.072847	 -0.000701	
-0.223720	 -0.080759	 0.087564	 0.168398	 -0.018067	 0.075549	 -0.000792	
-0.210463	 -0.105467	 0.098019	 0.168325	 -0.018764	 0.075965	 -0.000828	
-0.217701	 -0.118611	 0.092721	 0.174569	 -0.018388	 0.076670	 -0.000830	
-0.246920	 -0.046984	 0.069786	 0.136364	 -0.017939	 0.071753	 -0.000702	
-0.211379	 -0.084201	 0.097866	 0.148194	 -0.019218	 0.073546	 -0.000816	
-0.245176	 -0.040995	 0.071606	 0.125607	 -0.018320	 0.070673	 -0.000702	
-0.236064	 -0.043585	 0.078123	 0.131847	 -0.018364	 0.071112	 -0.000674	
-0.206613	 -0.039627	 0.103126	 0.130190	 -0.019880	 0.071061	 -0.000845	
-0.215354	 -0.050058	 0.096463	 0.141673	 -0.019195	 0.072341	 -0.000791	
-0.230330	 -0.033669	 0.083642	 0.135810	 -0.018522	 0.071417	 -0.000720	
-0.215841	 0.009894	 0.096401	 0.109124	 -0.019778	 0.067939	 -0.000764	
-0.247665	 -0.019166	 0.070024	 0.129087	 -0.017935	 0.070485	 -0.000668	
-0.200473	 -0.027648	 0.108869	 0.122050	 -0.020300	 0.069952	 -0.000829	
-0.209466	 0.015753	 0.102243	 0.107084	 -0.020104	 0.067580	 -0.000766	
-0.225550	 -0.027685	 0.087464	 0.121035	 -0.019153	 0.069677	 -0.000745	
-0.237526	 -0.014701	 0.077374	 0.116223	 -0.018785	 0.069107	 -0.000730	
-0.250384	 -0.015598	 0.068267	 0.105192	 -0.018543	 0.067901	 -0.000640	
-0.215878	 -0.053234	 0.096007	 0.124096	 -0.019623	 0.070358	 -0.000776	
-0.207104	 -0.039709	 0.103858	 0.125217	 -0.019871	 0.070310	 -0.000766	
-0.225032	 -0.046428	 0.087990	 0.124234	 -0.019165	 0.070259	 -0.000744	
-0.247862	 -0.026486	 0.068381	 0.116742	 -0.018309	 0.069124	 -0.000674	
-0.229077	 -0.014110	 0.085057	 0.113182	 -0.019087	 0.068721	 -0.000677	
-0.242242	 -0.023875	 0.074349	 0.109765	 -0.018782	 0.068399	 -0.000687	
-0.197492	 0.007805	 0.111813	 0.106972	 -0.020558	 0.067618	 -0.000772	
-0.231176	 -0.000461	 0.083481	 0.106133	 -0.019176	 0.067623	 -0.000687	
-0.218416	 -0.013541	 0.094287	 0.112876	 -0.019561	 0.068507	 -0.000731	
-0.229323	 -0.014591	 0.083777	 0.109460	 -0.019198	 0.068145	 -0.000699	
-0.256735	 0.000312	 0.062219	 0.109241	 -0.017982	 0.068040	 -0.000613	
