0.207251	 0.012792	 0.494723	 0.207251	 0.012792	 0.494723	 
0.207251	 0.012844	 0.494723	 0.207250	 0.012794	 0.494725	 
0.207251	 0.012897	 0.494723	 0.207252	 0.012792	 0.494724	 
0.207251	 0.012949	 0.494723	 0.207251	 0.012793	 0.494724	 
0.207251	 0.013001	 0.494723	 0.207251	 0.012793	 0.494722	 
0.207251	 0.013054	 0.494724	 0.207251	 0.012792	 0.494724	 
0.207251	 0.013106	 0.494724	 0.207252	 0.012792	 0.494724	 
0.207251	 0.013158	 0.494724	 0.207251	 0.012792	 0.494724	 
0.207251	 0.013211	 0.494724	 0.207252	 0.012793	 0.494724	 
0.207251	 0.013263	 0.494724	 0.207251	 0.012792	 0.494726	 
0.207251	 0.013316	 0.494724	 0.207251	 0.012792	 0.494724	 
0.207251	 0.013368	 0.494724	 0.207251	 0.012792	 0.494724	 
0.207251	 0.013420	 0.494724	 0.207251	 0.012793	 0.494723	 
0.207251	 0.013473	 0.494724	 0.207250	 0.012792	 0.494725	 
0.207251	 0.013525	 0.494724	 0.207251	 0.012792	 0.494725	 
0.207251	 0.013577	 0.494725	 0.207251	 0.012793	 0.494724	 
0.207251	 0.013630	 0.494725	 0.207251	 0.012792	 0.494727	 
0.207251	 0.013682	 0.494725	 0.207250	 0.012792	 0.494724	 
0.207251	 0.013734	 0.494725	 0.207250	 0.012792	 0.494725	 
0.207251	 0.013787	 0.494725	 0.207250	 0.012793	 0.494727	 
0.207251	 0.013839	 0.494726	 0.207250	 0.012793	 0.494726	 
0.207251	 0.013892	 0.494726	 0.207251	 0.012794	 0.494724	 
0.207251	 0.013944	 0.494726	 0.207250	 0.012792	 0.494727	 
0.207251	 0.013996	 0.494726	 0.207249	 0.012792	 0.494725	 
0.207251	 0.014049	 0.494727	 0.207250	 0.012794	 0.494729	 
0.207251	 0.014101	 0.494727	 0.207250	 0.012794	 0.494727	 
0.207251	 0.014153	 0.494727	 0.207250	 0.012795	 0.494728	 
0.207251	 0.014206	 0.494727	 0.207250	 0.012793	 0.494725	 
0.207251	 0.014258	 0.494728	 0.207250	 0.012793	 0.494726	 
0.207251	 0.014310	 0.494728	 0.207251	 0.012793	 0.494727	 
0.207251	 0.014363	 0.494728	 0.207250	 0.012794	 0.494726	 
0.207251	 0.014415	 0.494729	 0.207250	 0.012794	 0.494730	 
0.207251	 0.014467	 0.494729	 0.207250	 0.012795	 0.494729	 
0.207251	 0.014520	 0.494729	 0.207251	 0.012794	 0.494729	 
0.207251	 0.014572	 0.494730	 0.207251	 0.012794	 0.494727	 
0.207251	 0.014625	 0.494730	 0.207250	 0.012793	 0.494726	 
0.207251	 0.014677	 0.494731	 0.207249	 0.012796	 0.494730	 
0.207251	 0.014729	 0.494731	 0.207250	 0.012795	 0.494728	 
0.207251	 0.014782	 0.494731	 0.207250	 0.012794	 0.494726	 
0.207251	 0.014834	 0.494732	 0.207249	 0.012795	 0.494729	 
0.207251	 0.014886	 0.494732	 0.207250	 0.012795	 0.494729	 
0.207251	 0.014939	 0.494733	 0.207249	 0.012795	 0.494731	 
0.207251	 0.014991	 0.494733	 0.207250	 0.012795	 0.494728	 
0.207251	 0.015043	 0.494734	 0.207249	 0.012794	 0.494730	 
0.207251	 0.015096	 0.494734	 0.207250	 0.012797	 0.494727	 
0.207251	 0.015148	 0.494734	 0.207249	 0.012796	 0.494728	 
0.207251	 0.015200	 0.494735	 0.207249	 0.012798	 0.494730	 
0.207251	 0.015253	 0.494736	 0.207250	 0.012800	 0.494727	 
0.207251	 0.015305	 0.494736	 0.207250	 0.012799	 0.494728	 
0.207251	 0.015358	 0.494737	 0.207249	 0.012801	 0.494729	 
0.207251	 0.015410	 0.494737	 0.207250	 0.012801	 0.494729	 
0.207251	 0.015462	 0.494738	 0.207250	 0.012802	 0.494729	 
0.207251	 0.015515	 0.494738	 0.207249	 0.012804	 0.494729	 
0.207251	 0.015567	 0.494739	 0.207249	 0.012806	 0.494730	 
0.207251	 0.015619	 0.494739	 0.207249	 0.012807	 0.494729	 
0.207251	 0.015672	 0.494740	 0.207249	 0.012810	 0.494730	 
0.207251	 0.015724	 0.494741	 0.207249	 0.012812	 0.494728	 
0.207251	 0.015776	 0.494741	 0.207248	 0.012814	 0.494728	 
0.207251	 0.015829	 0.494742	 0.207249	 0.012818	 0.494728	 
0.207251	 0.015881	 0.494742	 0.207249	 0.012822	 0.494727	 
0.207251	 0.015933	 0.494743	 0.207249	 0.012827	 0.494729	 
0.207251	 0.015986	 0.494744	 0.207248	 0.012827	 0.494729	 
0.207251	 0.016038	 0.494744	 0.207248	 0.012833	 0.494729	 
0.207251	 0.016091	 0.494745	 0.207248	 0.012837	 0.494730	 
0.207251	 0.016143	 0.494746	 0.207247	 0.012841	 0.494730	 
0.207251	 0.016195	 0.494747	 0.207247	 0.012845	 0.494729	 
0.207251	 0.016248	 0.494747	 0.207247	 0.012852	 0.494729	 
0.207251	 0.016300	 0.494748	 0.207246	 0.012858	 0.494730	 
0.207251	 0.016352	 0.494749	 0.207246	 0.012861	 0.494730	 
0.207251	 0.016405	 0.494749	 0.207246	 0.012869	 0.494728	 
0.207251	 0.016457	 0.494750	 0.207246	 0.012873	 0.494729	 
0.207251	 0.016509	 0.494751	 0.207246	 0.012879	 0.494730	 
0.207251	 0.016562	 0.494752	 0.207246	 0.012887	 0.494727	 
0.207251	 0.016614	 0.494753	 0.207246	 0.012894	 0.494727	 
